Classifier,Vectorizer,Validation Acc,Test Acc,Total,Total Acc,Link Flag,User Flag,Hash Flag,Numb Flag,Keyw Flag,Lctn Flag,R Links,R Users,R Hash,Unslang,Split W,Stem,R Punct,R Numb,Lower,R StpWrds,R NotAlpha,Join,Python Algo,time
RIDGE,"TFIDF[1, 2]",0.80105,0.79835,3825.0152000000003,0.7992091934809863,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,False,True,"{'add_link_flag': True, 'add_user_flag': True, 'add_hash_flag': True, 'add_number_flag': True, 'add_keyword_flag': True, 'add_location_flag': True, 'remove_links': True, 'remove_users': True, 'remove_hash': False, 'unslang': True, 'split_words': False, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': False, 'join': True}",2020-05-01 15:25:34.515978
LOGISTIC_REGRESSION,"TFIDF[1, 2]",0.79448,0.78762,3779.9970999999996,0.7898029878813204,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,False,True,"{'add_link_flag': True, 'add_user_flag': True, 'add_hash_flag': True, 'add_number_flag': True, 'add_keyword_flag': True, 'add_location_flag': True, 'remove_links': True, 'remove_users': True, 'remove_hash': False, 'unslang': True, 'split_words': False, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': False, 'join': True}",2020-05-01 15:25:36.900091
RIDGE,"TFIDF[1, 2]",0.80499,0.80049,3837.99864,0.8019219891349769,False,False,False,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,"{'add_link_flag': False, 'add_user_flag': False, 'add_hash_flag': False, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': True, 'join': True}",2020-05-01 15:26:00.167634
LOGISTIC_REGRESSION,"TFIDF[1, 2]",0.80696,0.79712,3830.0026400000006,0.8002512829084832,False,False,False,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,"{'add_link_flag': False, 'add_user_flag': False, 'add_hash_flag': False, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': True, 'join': True}",2020-05-01 15:26:02.278921
RIDGE,"TFIDF[1, 2]",0.8063,0.79467,3821.0031099999997,0.7983708963643961,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,"{'add_link_flag': False, 'add_user_flag': False, 'add_hash_flag': False, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': True, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': True, 'join': True}",2020-05-01 15:26:26.712324
LOGISTIC_REGRESSION,"TFIDF[1, 2]",0.81287,0.79467,3831.00922,0.8004616005014625,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,"{'add_link_flag': False, 'add_user_flag': False, 'add_hash_flag': False, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': True, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': True, 'join': True}",2020-05-01 15:26:28.517348
RIDGE,"TFIDF[1, 2]",0.80302,0.8011,3836.98876,0.8017109820309236,False,False,False,False,False,False,True,True,True,True,True,False,False,True,True,False,True,True,"{'add_link_flag': False, 'add_user_flag': False, 'add_hash_flag': False, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': False, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': False, 'remove_not_alpha': True, 'join': True}",2020-05-01 15:26:58.969910
LOGISTIC_REGRESSION,"TFIDF[1, 2]",0.80302,0.79283,3810.0037500000003,0.7960726598412036,False,False,False,False,False,False,True,True,True,True,True,False,False,True,True,False,True,True,"{'add_link_flag': False, 'add_user_flag': False, 'add_hash_flag': False, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': False, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': False, 'remove_not_alpha': True, 'join': True}",2020-05-01 15:27:03.265321
RIDGE,"TFIDF[1, 2]",0.80302,0.8011,3836.98876,0.8017109820309236,False,False,False,False,False,False,True,True,True,True,True,False,False,True,True,False,True,True,"{'add_link_flag': False, 'add_user_flag': False, 'add_hash_flag': False, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': False, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': False, 'remove_not_alpha': True, 'join': True}",2020-05-01 15:27:33.833959
LOGISTIC_REGRESSION,"TFIDF[1, 2]",0.80302,0.79283,3810.0037500000003,0.7960726598412036,False,False,False,False,False,False,True,True,True,True,True,False,False,True,True,False,True,True,"{'add_link_flag': False, 'add_user_flag': False, 'add_hash_flag': False, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': False, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': False, 'remove_not_alpha': True, 'join': True}",2020-05-01 15:27:37.365856
RIDGE,"TFIDF[1, 2]",0.7912,0.79773,3807.9905900000003,0.7956520246552445,True,True,True,False,False,False,True,True,True,True,False,False,True,True,True,True,False,True,"{'add_link_flag': True, 'add_user_flag': True, 'add_hash_flag': True, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': False, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': False, 'join': True}",2020-05-01 15:28:04.123069
LOGISTIC_REGRESSION,"TFIDF[1, 2]",0.80236,0.79559,3818.00445,0.7977443480986209,True,True,True,False,False,False,True,True,True,True,False,False,True,True,True,True,False,True,"{'add_link_flag': True, 'add_user_flag': True, 'add_hash_flag': True, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': False, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': False, 'join': True}",2020-05-01 15:28:07.526536
RIDGE,"COUNT[1, 2]",0.7912,0.78394,3762.9938199999997,0.7862502758044295,False,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,False,True,"{'add_link_flag': False, 'add_user_flag': False, 'add_hash_flag': False, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': False, 'unslang': True, 'split_words': False, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': False, 'join': True}",2020-05-01 15:28:33.924315
LOGISTIC_REGRESSION,"COUNT[1, 2]",0.80433,0.79651,3824.0067200000003,0.7989984788967823,False,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,False,True,"{'add_link_flag': False, 'add_user_flag': False, 'add_hash_flag': False, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': False, 'unslang': True, 'split_words': False, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': False, 'join': True}",2020-05-01 15:29:01.416660
RIDGE,"COUNT[1, 2]",0.80171,0.78793,3792.0199199999997,0.7923150689511074,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,False,True,"{'add_link_flag': True, 'add_user_flag': True, 'add_hash_flag': True, 'add_number_flag': True, 'add_keyword_flag': True, 'add_location_flag': True, 'remove_links': True, 'remove_users': True, 'remove_hash': False, 'unslang': True, 'split_words': False, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': False, 'join': True}",2020-05-01 15:29:28.403730
LOGISTIC_REGRESSION,"COUNT[1, 2]",0.8109,0.80141,3850.0015299999995,0.8044299059757626,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,False,True,"{'add_link_flag': True, 'add_user_flag': True, 'add_hash_flag': True, 'add_number_flag': True, 'add_keyword_flag': True, 'add_location_flag': True, 'remove_links': True, 'remove_users': True, 'remove_hash': False, 'unslang': True, 'split_words': False, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': False, 'join': True}",2020-05-01 15:30:21.990540
RIDGE,"COUNT[1, 2]",0.79448,0.7867,3776.9951399999995,0.7891757501044713,False,False,False,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,"{'add_link_flag': False, 'add_user_flag': False, 'add_hash_flag': False, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': True, 'join': True}",2020-05-01 15:30:46.997481
LOGISTIC_REGRESSION,"COUNT[1, 2]",0.80368,0.79467,3817.01285,0.7975371604680318,False,False,False,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,"{'add_link_flag': False, 'add_user_flag': False, 'add_hash_flag': False, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': True, 'join': True}",2020-05-01 15:31:13.805555
RIDGE,"COUNT[1, 2]",0.80762,0.78455,3789.9919099999997,0.7918913309653155,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,"{'add_link_flag': False, 'add_user_flag': False, 'add_hash_flag': False, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': True, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': True, 'join': True}",2020-05-01 15:31:39.226170
LOGISTIC_REGRESSION,"COUNT[1, 2]",0.81156,0.79528,3831.0045199999995,0.800460618470539,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,"{'add_link_flag': False, 'add_user_flag': False, 'add_hash_flag': False, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': True, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': True, 'join': True}",2020-05-01 15:32:05.235616
RIDGE,"COUNT[1, 2]",0.79251,0.78915,3781.9891800000005,0.7902192185541163,False,False,False,False,False,False,True,True,True,True,True,False,False,True,True,False,True,True,"{'add_link_flag': False, 'add_user_flag': False, 'add_hash_flag': False, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': False, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': False, 'remove_not_alpha': True, 'join': True}",2020-05-01 15:32:35.953785
LOGISTIC_REGRESSION,"COUNT[1, 2]",0.80433,0.79865,3830.9895399999996,0.8004574885081487,False,False,False,False,False,False,True,True,True,True,True,False,False,True,True,False,True,True,"{'add_link_flag': False, 'add_user_flag': False, 'add_hash_flag': False, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': False, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': False, 'remove_not_alpha': True, 'join': True}",2020-05-01 15:33:15.473188
RIDGE,"COUNT[1, 2]",0.79251,0.78915,3781.9891800000005,0.7902192185541163,False,False,False,False,False,False,True,True,True,True,True,False,False,True,True,False,True,True,"{'add_link_flag': False, 'add_user_flag': False, 'add_hash_flag': False, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': False, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': False, 'remove_not_alpha': True, 'join': True}",2020-05-01 15:33:44.561060
LOGISTIC_REGRESSION,"COUNT[1, 2]",0.80433,0.79865,3830.9895399999996,0.8004574885081487,False,False,False,False,False,False,True,True,True,True,True,False,False,True,True,False,True,True,"{'add_link_flag': False, 'add_user_flag': False, 'add_hash_flag': False, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': False, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': False, 'remove_not_alpha': True, 'join': True}",2020-05-01 15:34:24.210338
RIDGE,"COUNT[1, 2]",0.79777,0.78854,3788.00973,0.7914771688257418,True,True,True,False,False,False,True,True,True,True,False,False,True,True,True,True,False,True,"{'add_link_flag': True, 'add_user_flag': True, 'add_hash_flag': True, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': False, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': False, 'join': True}",2020-05-01 15:34:49.140078
